size_feature,diversity_feature,education_feature,wealth_feature,home_price_feature,urban_feature,political_feature,weather_feature,covid_feature,profession_feature,transportation_feature,poverty_feature,age_feature,clusterId
-0.09912868831578946,0.98281380631579,-0.03614021452631579,-0.3963853987894736,0.40590873952631573,-0.7093612040000001,0.8117015619999999,1.7135164863684207,1.2120770801578948,0.6682996728947367,-0.35311878105263156,0.04675022010526319,0.7329191681052634,0
-0.07181828191666666,-0.6146707879166665,0.18762290875,-0.26118449591666665,-1.1855950276666667,-0.024427038499999977,-1.3558224119166664,0.11879332391666667,0.0029906936666666928,-0.1930763843333334,-0.6565216230833334,-0.45980623816666666,-0.19777733274999998,1
-0.19895899899999997,1.1387797,0.6212428289999998,1.3861958129999998,0.6580235219999999,-0.709361204,1.056751803,0.36169817699999995,-0.6839968897142856,-0.61181379,0.72564688,-1.02503186,0.558713352,2
-0.08360076337499998,0.9182667236250001,-1.691770617625,-1.072819459625,-0.45226591475000005,0.660507127,-0.12291661262499998,0.62968559525,0.35001802824999995,-0.27269546824999996,-0.521675915625,0.616220728875,-0.709365168,3
0.11593555280000001,-1.406690854,1.2196680554000001,0.03926379220000002,-1.0209944970000002,0.660507127,-0.8319014804,-0.9521002438,-0.1566329476000001,-0.6731499736000001,-0.4690860892,-0.9106753076000002,-0.2529967098,4
20.19092773,1.009173053,1.4503402630000002,4.8475628539999995,3.197045285,-0.709361204,2.309192543,-0.631043395,0.218450951,0.7564549159999999,9.868185855,0.490979321,0.844535777,5
-0.203939256,0.21608737650000004,1.05413077975,1.1085039995,1.6546189050000002,-0.709361204,0.15977789199999998,-0.9689979725,-0.25564934824999996,1.1810900315,0.32110975675000003,-1.37518323125,0.25128757425,6
-0.1453824410909091,-0.987239341,-0.07438032063636363,-0.5291764247272727,-0.23152419454545453,0.5982403846818182,-0.5285126365454546,-0.9200329626363636,-0.2217193100454546,1.004158733409091,-0.3917336881363636,0.3665128474545455,0.5601231811818181,7
-0.15353594348648653,0.9141881809999994,-1.0411281010000002,-0.18650296600000021,0.7163213610000001,-0.7093612040000002,1.2831975679999992,0.45674790100000007,0.2274198842972975,-0.3051328730000002,0.3211097569999998,0.569665022,-0.18611219400000015,8
1.1184829444000002,0.40510607080000005,-0.3028242644000001,-0.5650944548,-0.5406827933999999,-0.709361204,1.9375245970000003,-0.07553055819999999,0.02156882799999998,-0.003170124199999993,1.6911421460000005,2.3930750092,-0.35328942319999995,9
-0.1685611668,-0.9207192628,0.23332529420000003,-0.3305153836000001,-0.5480235697999999,1.7564017918,-0.5170762139999999,-0.5803502084,-0.3122601498,-1.5082657010000002,-0.210182331,0.23289021980000005,0.8266611439999999,10
-0.2556450107692308,1.0922014139230767,0.06815521053846152,0.20765154100000002,1.1511446485384618,-0.7093612040000002,1.5003046801538458,-1.0331768462307693,0.5195299081538463,0.7746017157692309,2.272223418769231,0.41269713584615386,0.03756028684615384,11
0.24489850707142852,0.8258722227142855,0.25114015942857143,0.35816699799999996,0.5219295538571429,-0.7093612040000002,0.30524700842857144,0.803754833857143,-0.6922253159285711,-0.662365589857143,-0.10076467128571429,-0.3183593227142857,-0.33321561914285713,12
0.35258150499999996,-1.9989745646666668,-2.5604934286666663,-1.9313754359999997,0.1785722023333333,0.660507127,0.8865467146666666,1.4283673116666666,2.1339784223333336,-1.5869018333333331,-0.5733667703333333,2.757127521333333,-1.2734166453333333,13
-0.07406163242857142,0.4233130045714285,1.1821278250714287,0.8030346492142857,0.925123543357143,-0.709361204,-0.7590467708571427,0.6558997060714286,-0.829610852142857,0.25093692149999997,-0.6160679107142857,-1.4652970940714283,-0.42098787278571426,14
-0.2703492493333333,1.0971642320000001,-0.052421841,0.4779297739999999,1.308246834,-0.709361204,1.4885933509999998,-0.5993601529999999,0.658275279,1.086726673,5.890237481000001,0.763756419,-0.16012095199999998,15
-0.15407346630000004,-0.3853631381,-0.33576198660000006,-0.6461989204,-0.09739151890000004,0.660507127,-0.9161920436000002,1.4906776868999998,-0.28961259140000006,0.43561949520000004,-0.6349463098,0.48101246500000006,2.6125982077,16
-0.03408670266666667,0.3083393303333333,0.975533288,-0.5936283223333333,-0.7116434909999999,0.660507127,0.5490130203333333,0.9742408483333334,-0.07886007966666667,-2.577717103,0.02894405733333333,0.43152790166666666,-1.2817941806666666,17
-0.13653005213333336,0.633767132,-1.5212847780000003,-1.2173355299999997,-2.6291567280000003,-0.7093612040000002,-0.078403719,1.037607332,0.133550161,-0.7769496680000002,-0.4609953470000001,0.821459267,-1.1630350940000005,18
-0.1508393134,0.30536228880000005,0.9153233464000001,2.4079561142,2.0685989902,0.660507127,0.44746289100000003,-0.7873473870000001,0.4519990116000001,0.1808384258,0.8146450466,-1.1121107028000001,0.5348623056,19
-0.168070335,0.739032531,0.25458613199999997,-0.627378525,-1.044562265,0.660507127,-0.577769523,-0.34589422,-0.382137691,-1.9800824959999999,-0.541902772,-0.033592022,0.586519555,20
-0.2048178605,-0.6372822249999999,1.6529422484999998,2.035161516,0.94933477225,-0.7093612040000001,0.866200297375,-0.9320341907499999,-0.306749528875,0.5529839228749999,1.4285301310000003,-1.479441785375,0.6070774873750001,21
0.6347893226666663,1.1021094862500003,-1.0050225947500002,-0.2809298807500001,1.397229896,-0.7093612040000001,0.40233023149999997,0.8026232897500001,0.6121804736666666,0.8213297254999999,-0.31603621149999983,0.8647364019999999,-1.0740114022499996,22
0.2043441376666667,0.24924074366666663,-1.7055163856666666,-1.3509066136666665,-1.2369040840000003,1.117129904,-0.13636265566666664,0.252567011,-0.6347908569999999,-1.704856032,-0.523923344,2.522818988333333,-1.1329485723333332,23
-0.041787249181818184,0.34245219099999996,1.4259237899999997,1.830450724,0.746656983,-0.7093612040000002,1.295881388,-1.5076130800000003,-1.2129198456363635,0.33181979999999994,1.561690267,-1.014540433,0.31823314699999994,24
0.10004154654545455,0.3223911617272727,0.09039814481818183,-0.47385429345454544,-1.170208364636364,0.1623731884545455,0.2125613709090909,0.35593758718181817,0.045699355636363626,-0.2279264882727273,-0.5553873424545455,1.1376327210909092,-0.059976400000000006,25
