city,state_name_x,state_id,county,lat,lng,city_population,county_fips,county_population,density,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_voters,pct_poverty,pct_child_poverty,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,covid_deaths_per_100k,covid_case_to_death_pct,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,cvap,foreignborn_pct,age29andunder_pct,age65andolder_pct,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax,size_feature,diversity_feature,education_feature,wealth_feature,home_price_feature,urban_feature,political_feature,weather_feature,covid_feature,profession_feature,transportation_feature,poverty_feature,age_feature,clusterId
Peoria,Arizona,AZ,Maricopa County,-0.6085353139999999,-0.835432398,0.021695804,-1.140893771,1.105784359,-0.74458251,0.316924114,-0.316924114,0.41913969700000003,0.051568424,-0.559598438,0.832869585,-0.43402554200000004,0.086146591,-0.28968666600000004,0.234956319,0.373280506,-0.343990721,-0.11156286800000001,0.016115027,1.3837304369999999,-0.005265688,-0.567012755,-0.076531463,0.79744228,-0.31652944899999996,-0.564820284,0.49558726700000005,0.963380177,0.520546518,-0.53735195,-0.068674684,-0.654853215,-0.268418753,-1.232559672,-0.266047731,-1.232352187,-0.009192651999999999,0.894720905,0.47866913899999997,-0.063576391,1.4120120790000001,-1.301480744,1.045432116,1.713516487,1.208714146,-0.17958421800000002,0.171726273,0.11793156199999999,-0.329248335,-0.029123537,0.187567208,-0.435010236,0.2113431,-0.6138663520000001,-0.709361204,0.5200067420000001,-0.583334769,-0.791946457,-1.0134221209999998,0.021695804,0.355646201,-0.077144678,-0.266047731,-1.0134221209999998,-0.709361204,-0.583334769,1.713516487,0.904143122,0.520546518,-0.39357249299999997,0.344099345,-0.071205713,26
Surprise,Arizona,AZ,Maricopa County,-0.628213162,-0.844491966,-0.063067871,-1.140893771,1.105784359,-0.6733594390000001,0.316924114,-0.316924114,0.41913969700000003,0.051568424,-0.559598438,0.832869585,-0.43402554200000004,0.086146591,-0.28968666600000004,0.234956319,0.373280506,-0.343990721,-0.11156286800000001,0.016115027,1.3837304369999999,-0.005265688,-0.567012755,-0.076531463,0.79744228,-0.31652944899999996,-0.564820284,0.49558726700000005,0.963380177,0.520546518,-0.53735195,-0.068674684,-0.654853215,-0.268418753,-1.232559672,-0.266047731,-1.232352187,-0.009192651999999999,0.894720905,0.47866913899999997,-0.063576391,1.4120120790000001,-1.301480744,1.045432116,1.713516487,1.208714146,-0.17958421800000002,0.171726273,0.11793156199999999,-0.329248335,-0.029123537,0.187567208,-0.435010236,0.2113431,-0.6138663520000001,-0.709361204,0.5200067420000001,-0.583334769,-0.990932075,-1.0134221209999998,-0.063067871,0.355646201,-0.077144678,-0.266047731,-1.0134221209999998,-0.709361204,-0.583334769,1.713516487,0.904143122,0.520546518,-0.39357249299999997,0.344099345,-0.071205713,26
Avondale,Arizona,AZ,Maricopa County,-0.68366549,-0.836890192,-0.19586684899999998,-1.140893771,1.105784359,-0.528539195,0.316924114,-0.316924114,0.41913969700000003,0.051568424,-0.559598438,0.832869585,-0.43402554200000004,0.086146591,-0.28968666600000004,0.234956319,0.373280506,-0.343990721,-0.11156286800000001,0.016115027,1.3837304369999999,-0.005265688,-0.567012755,-0.076531463,0.79744228,-0.31652944899999996,-0.564820284,0.49558726700000005,0.963380177,0.520546518,-0.53735195,-0.068674684,-0.654853215,-0.268418753,-1.232559672,-0.266047731,-1.232352187,-0.009192651999999999,0.894720905,0.47866913899999997,-0.063576391,1.4120120790000001,-1.301480744,1.045432116,1.713516487,1.208714146,-0.17958421800000002,0.171726273,0.11793156199999999,-0.329248335,-0.029123537,0.187567208,-0.435010236,0.2113431,-0.6138663520000001,-0.709361204,0.5200067420000001,-0.583334769,0.5391589929999999,-1.0134221209999998,-0.19586684899999998,0.355646201,-0.077144678,-0.266047731,-1.0134221209999998,-0.709361204,-0.583334769,1.713516487,0.904143122,0.520546518,-0.39357249299999997,0.344099345,-0.071205713,26
Goodyear,Arizona,AZ,Maricopa County,-0.707131889,-0.839168363,-0.198563212,-1.140893771,1.105784359,-0.869816409,0.316924114,-0.316924114,0.41913969700000003,0.051568424,-0.559598438,0.832869585,-0.43402554200000004,0.086146591,-0.28968666600000004,0.234956319,0.373280506,-0.343990721,-0.11156286800000001,0.016115027,1.3837304369999999,-0.005265688,-0.567012755,-0.076531463,0.79744228,-0.31652944899999996,-0.564820284,0.49558726700000005,0.963380177,0.520546518,-0.53735195,-0.068674684,-0.654853215,-0.268418753,-1.232559672,-0.266047731,-1.232352187,-0.009192651999999999,0.894720905,0.47866913899999997,-0.063576391,1.4120120790000001,-1.301480744,1.045432116,1.713516487,1.208714146,-0.17958421800000002,0.171726273,0.11793156199999999,-0.329248335,-0.029123537,0.187567208,-0.435010236,0.2113431,-0.6138663520000001,-0.709361204,0.5200067420000001,-0.583334769,-0.581426371,-1.0134221209999998,-0.198563212,0.355646201,-0.077144678,-0.266047731,-1.0134221209999998,-0.709361204,-0.583334769,1.713516487,0.904143122,0.520546518,-0.39357249299999997,0.344099345,-0.071205713,26
Buckeye,Arizona,AZ,Maricopa County,-0.675070567,-0.855735273,-0.21640715600000002,-1.140893771,1.105784359,-0.927388392,0.316924114,-0.316924114,0.41913969700000003,0.051568424,-0.559598438,0.832869585,-0.43402554200000004,0.086146591,-0.28968666600000004,0.234956319,0.373280506,-0.343990721,-0.11156286800000001,0.016115027,1.3837304369999999,-0.005265688,-0.567012755,-0.076531463,0.79744228,-0.31652944899999996,-0.564820284,0.49558726700000005,0.963380177,0.520546518,-0.53735195,-0.068674684,-0.654853215,-0.268418753,-1.232559672,-0.266047731,-1.232352187,-0.009192651999999999,0.894720905,0.47866913899999997,-0.063576391,1.4120120790000001,-1.301480744,1.045432116,1.713516487,1.208714146,-0.17958421800000002,0.171726273,0.11793156199999999,-0.329248335,-0.029123537,0.187567208,-0.435010236,0.2113431,-0.6138663520000001,-0.709361204,0.5200067420000001,-0.583334769,-0.9587993309999999,-1.0134221209999998,-0.21640715600000002,0.355646201,-0.077144678,-0.266047731,-1.0134221209999998,-0.709361204,-0.583334769,1.713516487,0.904143122,0.520546518,-0.39357249299999997,0.344099345,-0.071205713,26
Philadelphia,Pennsylvania,PA,Philadelphia County,0.5644642360000001,1.358045316,3.50176652,1.091476542,-0.007092876999999999,1.729232151,-2.146929182,2.146929182,-0.485232819,-1.008446033,2.558782228,-0.212720789,0.024608499,-0.600089319,0.552242651,2.357597934,2.2253960999999998,2.4872647619999997,-0.069175025,1.957117424,-0.727088721,-0.884134092,-0.158986419,-3.2881112669999997,-0.60540614,3.458117443,3.347961766,1.4200329130000002,-0.927203434,0.685682397,-0.20955970699999998,-1.165411038,-0.654853215,-1.4404819919999998,-0.991291687,-0.964663925,-0.96328559,1.4859951580000001,0.541316948,0.231572163,-0.109146294,-0.299066754,0.659375657,-0.126463819,-0.440943945,0.076415521,-0.332634098,0.564096811,-0.30083530399999997,2.4052675690000003,0.699793265,0.6583114520000001,1.40859366,0.017757766,-0.89301378,-0.709361204,-1.8267142330000001,2.030192552,0.300004389,-0.66328063,3.50176652,1.00768631,-0.76385641,-0.964663925,-0.66328063,-0.709361204,2.030192552,-0.440943945,0.535672803,0.685682397,3.6383141639999996,2.2902590259999998,-0.498435377,9
San Antonio,Texas,TX,Bexar County,-1.422527224,-0.022514742999999997,3.4107895939999997,1.438921701,0.131636543,-0.243053386,0.119844639,-0.119844639,2.0196049990000002,-1.330413041,-0.395926524,-0.212720789,-0.6263559470000001,-0.256971364,-0.31314076399999996,0.38207009399999997,0.483035505,-0.290570806,-0.478924174,0.598415746,1.040108713,0.45174588200000004,-0.421289064,0.29014497100000003,0.79744228,-0.251167598,-0.449738459,-0.521302944,-0.470855665,0.025138882999999997,0.14344732400000001,-0.299566548,-0.654853215,-0.567856693,-1.026649926,-0.789587457,-1.018807269,-0.17766451800000002,-0.9578593440000001,-0.765202155,-0.459587998,1.180188495,-0.5644421270000001,1.056593029,1.248828943,0.15804489900000002,-0.321139352,0.8885752490000001,-0.70371304,-0.36457337100000003,0.562977655,0.599565084,-0.633386047,-0.262568922,-0.356981121,-0.709361204,0.018016105,0.06559432,1.4274082240000001,0.897666447,3.4107895939999997,0.16306965699999998,-0.649968098,-0.789587457,0.897666447,-0.709361204,0.06559432,1.248828943,-1.017360558,0.025138882999999997,-0.31266506899999996,0.46475075299999996,-0.873485345,54
San Diego,California,CA,San Diego County,-0.788199346,-1.120121194,3.105806445,-1.020155406,0.7305697529999999,0.027000758,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.6407502270000001,0.322843472,3.105806445,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Chula Vista,California,CA,San Diego County,-0.826480677,-1.113747036,0.26521126300000003,-1.020155406,0.7305697529999999,0.292900222,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.9178527009999999,0.322843472,0.26521126300000003,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Oceanside,California,CA,San Diego County,-0.714030445,-1.131087107,0.021154555,-1.020155406,0.7305697529999999,0.002072683,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.285463747,0.322843472,0.021154555,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Escondido,California,CA,San Diego County,-0.730994107,-1.117152489,-0.038449654,-1.020155406,0.7305697529999999,-0.043035262000000005,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.553852227,0.322843472,-0.038449654,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Carlsbad,California,CA,San Diego County,-0.7328789590000001,-1.129635215,-0.128022791,-1.020155406,0.7305697529999999,-0.273323191,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.86911241,0.322843472,-0.128022791,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
El Cajon,California,CA,San Diego County,-0.7937596579999999,-1.110559956,-0.15934608,-1.020155406,0.7305697529999999,0.647828525,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.590555459,0.322843472,-0.15934608,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Vista,California,CA,San Diego County,-0.720646273,-1.126973414,-0.161990542,-1.020155406,0.7305697529999999,0.268565673,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.7116081790000001,0.322843472,-0.161990542,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
San Marcos,California,CA,San Diego County,-0.730937562,-1.123184331,-0.17428358600000002,-1.020155406,0.7305697529999999,-0.064402183,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-1.0525755490000002,0.322843472,-0.17428358600000002,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Encinitas,California,CA,San Diego County,-0.747147283,-1.128313168,-0.258202022,-1.020155406,0.7305697529999999,-0.219905888,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-1.0603283140000002,0.322843472,-0.258202022,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
National City,California,CA,San Diego County,-0.8194501820000001,-1.11869291,-0.26145199199999997,-1.020155406,0.7305697529999999,0.955274781,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.384288146,0.322843472,-0.26145199199999997,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
La Mesa,California,CA,San Diego County,-0.799678091,-1.114095253,-0.266753274,-1.020155406,0.7305697529999999,0.519033472,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,-0.9578593440000001,-0.765202155,-0.459587998,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-0.10015678300000001,0.322843472,-0.266753274,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,-1.017360558,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Santee,California,CA,San Diego County,-0.7836380059999999,-1.112011848,-0.26963994,-1.020155406,0.7305697529999999,-0.169456213,1.249671303,-1.249671303,0.572608973,-0.44871877299999996,-0.594055683,-0.051860732,0.690367592,0.7723825,-0.227854523,-0.269433768,-0.367565731,0.243628342,0.439479091,0.598415746,-0.432555815,-0.286503577,-0.887604877,-0.127107523,-0.324836456,-0.169465284,0.240752491,0.218253573,1.354535407,-0.65899547,0.24430647600000002,1.02806167,0.652987536,0.51648646,-0.677227328,0.275168609,-1.108496135,-0.030251635,0.96936159,-0.331845175,-0.688320967,0.517835399,-0.939831303,0.253007245,0.7524581570000001,0.8208404140000001,0.632992188,0.19903468,-0.24156011,0.15735422300000002,0.06263653200000001,-0.375552093,-0.6863477720000001,-0.542504957,-0.503656394,-0.709361204,-0.28623526,0.211475258,-1.122384912,0.322843472,-0.26963994,0.852271672,0.151802248,0.275168609,0.322843472,-0.709361204,0.211475258,0.7524581570000001,0.813305506,-0.65899547,-0.083427366,-0.348334828,-0.227916313,12
Dallas,Texas,TX,Dallas County,-0.795286387,0.081307311,2.9074025519999998,1.443845013,0.415772619,-0.067963337,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.8120195780000001,0.655281391,1.004371746,-0.39741063600000004,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.17634883699999998,0.8535562170000001,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.31491837100000003,-0.873596725,0.28563311399999997,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.8652154129999999,-1.205288046,-0.39134304200000003,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,0.387184915,1.491092801,2.9074025519999998,1.118958684,-1.065271475,-0.31491837100000003,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.31266506899999996,0.931619248,-1.050424863,22
Garland,Texas,TX,Dallas County,-0.773346717,0.089316323,0.17978770800000002,1.443845013,0.415772619,-0.010391355,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.8120195780000001,0.655281391,1.004371746,-0.39741063600000004,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.17634883699999998,0.8535562170000001,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.31491837100000003,-0.873596725,0.28563311399999997,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.8652154129999999,-1.205288046,-0.39134304200000003,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,0.053023619,1.491092801,0.17978770800000002,1.118958684,-1.065271475,-0.31491837100000003,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.31266506899999996,0.931619248,-1.050424863,22
Irving,Texas,TX,Dallas County,-0.78307255,0.069267234,0.17946641800000002,1.443845013,0.415772619,-0.154618073,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.8120195780000001,0.655281391,1.004371746,-0.39741063600000004,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.17634883699999998,0.8535562170000001,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.31491837100000003,-0.873596725,0.28563311399999997,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.8652154129999999,-1.205288046,-0.39134304200000003,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-0.388143419,1.491092801,0.17946641800000002,1.118958684,-1.065271475,-0.31491837100000003,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.31266506899999996,0.931619248,-1.050424863,22
Grand Prairie,Texas,TX,Dallas County,-0.8153412059999999,0.066274921,0.06762048,1.443845013,0.415772619,-0.357010299,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.8120195780000001,0.655281391,1.004371746,-0.39741063600000004,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.17634883699999998,0.8535562170000001,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.31491837100000003,-0.873596725,0.28563311399999997,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.8652154129999999,-1.205288046,-0.39134304200000003,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,-0.6298241179999999,1.491092801,0.06762048,1.118958684,-1.065271475,-0.31491837100000003,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.31266506899999996,0.931619248,-1.050424863,22
Mesquite,Texas,TX,Dallas County,-0.8011859720000001,0.091771554,-0.064864622,1.443845013,0.415772619,-0.290535433,0.10888532,-0.10888532,0.912433797,-1.241252946,0.904834472,-0.212720789,-0.123337966,-0.600089319,-1.8120195780000001,0.655281391,1.004371746,-0.39741063600000004,-0.591958422,-0.139165165,0.107421179,1.084531133,0.39476361,0.17634883699999998,0.8535562170000001,-0.218486672,-0.564820284,0.033364443,-0.405663127,0.874409115,-1.041647709,0.219940146,0.652987536,-0.592237909,-1.051608683,-0.31491837100000003,-0.873596725,0.28563311399999997,0.96936159,-0.331845175,-0.688320967,0.749658982,0.594602622,0.788731101,0.689091674,0.310225986,0.643727971,0.8652154129999999,-1.205288046,-0.39134304200000003,1.470039509,0.3185912,-0.148089002,-0.714138171,-0.811730097,-0.709361204,-0.426189703,0.520153246,0.682035095,1.491092801,-0.064864622,1.118958684,-1.065271475,-0.31491837100000003,1.491092801,-0.709361204,0.520153246,0.689091674,0.813305506,0.874409115,-0.31266506899999996,0.931619248,-1.050424863,22
