city,state_name_x,danger,year
Tulsa,Oklahoma,517.0620112107729,2005
Tulsa,Oklahoma,499.28207467460044,2006
Tulsa,Oklahoma,477.3127043088687,2007
Tulsa,Oklahoma,514.1087441311485,2008
Tulsa,Oklahoma,446.4065313588888,2009
Tulsa,Oklahoma,439.2890131817321,2010
Tulsa,Oklahoma,399.89800581164917,2011
Tulsa,Oklahoma,395.9849988969778,2012
Tulsa,Oklahoma,388.03745519622396,2013
Tulsa,Oklahoma,322.0574838070261,2014
Virginia Beach,Virginia,102.04995878579356,2005
Virginia Beach,Virginia,113.37356363373563,2006
Virginia Beach,Virginia,99.46254441521027,2007
Virginia Beach,Virginia,95.81654816278682,2008
Virginia Beach,Virginia,82.16885424428268,2009
Virginia Beach,Virginia,75.891450567816,2010
Virginia Beach,Virginia,70.75397201427718,2011
Virginia Beach,Virginia,67.11529352887035,2012
Virginia Beach,Virginia,65.50000332825209,2013
Virginia Beach,Virginia,59.14405167789111,2014
Wichita,Kansas,297.9062620594856,2005
Wichita,Kansas,372.16122136037524,2006
Wichita,Kansas,378.5717874148045,2007
Wichita,Kansas,341.6418001003855,2008
Wichita,Kansas,354.1556163042148,2009
Wichita,Kansas,317.8090216754539,2010
Wichita,Kansas,308.00735974386436,2011
Wichita,Kansas,299.7859780698688,2012
Wichita,Kansas,317.6311690462266,2013
Wichita,Kansas,303.38612568485104,2014
New Orleans,Louisiana,209.20647658719753,2006
New Orleans,Louisiana,625.7082506096631,2007
New Orleans,Louisiana,407.7600909607726,2008
New Orleans,Louisiana,310.79735453667234,2009
New Orleans,Louisiana,301.66158177466116,2010
New Orleans,Louisiana,316.796071175362,2011
New Orleans,Louisiana,326.0635923213016,2012
New Orleans,Louisiana,314.5705025170943,2013
New Orleans,Louisiana,389.5503380149981,2014
